sn,np,coating,bacteria,mdr,strain,np_synthesis,method,mic_np_µg_ml,concentration,zoi_np_mm,np_size_min_nm,np_size_max_nm,np_size_avg_nm,shape,time_set_hours,zeta_potential_mV,solvent_for_extract,temperature_for_extract_C,duration_preparing_extract_min,precursor_of_np,concentration_of_precursor_mM,hydrodynamic_diameter_nm,ph_during_synthesis,reference,doi,article_list,journal_name,publisher,year,title,journal_is_oa,is_oa,oa_status,pdf,access
1236,Ag,1,Escherichia coli,0,,Green synthesis using Petroselinum crispum,MIC,31.25,,,30.0,50.0,38.7,spherical,24.0,-23.2,methanol,85.0,60.0,AgNO3,15.0,155.3,12.0,https://doi.org/10.1016/j.arabjc.2023.105194,10.1016/j.arabjc.2023.105194,158,Arabian Journal of Chemistry,Elsevier BV,2023,"Enhanced in vivo wound healing efficacy and excellent antibacterial, antifungal, antioxidant and anticancer activities via AgNPs@PCS",True,True,gold,158_1-s2.0-S1878535223006561-main.pdf,1
1237,Ag,1,Klebsiella pneumoniae,0,,Green synthesis using Petroselinum crispum,MIC,62.5,,,30.0,50.0,38.7,spherical,24.0,-23.2,methanol,85.0,60.0,AgNO3,15.0,155.3,12.0,https://doi.org/10.1016/j.arabjc.2023.105194,10.1016/j.arabjc.2023.105194,158,Arabian Journal of Chemistry,Elsevier BV,2023,"Enhanced in vivo wound healing efficacy and excellent antibacterial, antifungal, antioxidant and anticancer activities via AgNPs@PCS",True,True,gold,158_1-s2.0-S1878535223006561-main.pdf,1
1238,Ag,1,Staphylococcus aureus,0,,Green synthesis using Petroselinum crispum,MIC,125,,,30.0,50.0,38.7,spherical,24.0,-23.2,methanol,85.0,60.0,AgNO3,15.0,155.3,12.0,https://doi.org/10.1016/j.arabjc.2023.105194,10.1016/j.arabjc.2023.105194,158,Arabian Journal of Chemistry,Elsevier BV,2023,"Enhanced in vivo wound healing efficacy and excellent antibacterial, antifungal, antioxidant and anticancer activities via AgNPs@PCS",True,True,gold,158_1-s2.0-S1878535223006561-main.pdf,1
1239,Ag,1,Enterococcus faecalis,0,,Green synthesis using Petroselinum crispum,MIC,250,,,30.0,50.0,38.7,spherical,24.0,-23.2,methanol,85.0,60.0,AgNO3,15.0,155.3,12.0,https://doi.org/10.1016/j.arabjc.2023.105194,10.1016/j.arabjc.2023.105194,158,Arabian Journal of Chemistry,Elsevier BV,2023,"Enhanced in vivo wound healing efficacy and excellent antibacterial, antifungal, antioxidant and anticancer activities via AgNPs@PCS",True,True,gold,158_1-s2.0-S1878535223006561-main.pdf,1
1240,Ag,1,Streptococcus mutans,0,,Green synthesis using Petroselinum crispum,MIC,250,,,30.0,50.0,38.7,spherical,24.0,-23.2,methanol,85.0,60.0,AgNO3,15.0,155.3,12.0,https://doi.org/10.1016/j.arabjc.2023.105194,10.1016/j.arabjc.2023.105194,158,Arabian Journal of Chemistry,Elsevier BV,2023,"Enhanced in vivo wound healing efficacy and excellent antibacterial, antifungal, antioxidant and anticancer activities via AgNPs@PCS",True,True,gold,158_1-s2.0-S1878535223006561-main.pdf,1
1241,Ag,1,Streptococcus mutans,0,,Green synthesis using Petroselinum crispum,MIC,250,,,30.0,50.0,38.7,spherical,24.0,-23.2,methanol,85.0,60.0,AgNO3,15.0,155.3,12.0,https://doi.org/10.1016/j.arabjc.2023.105194,10.1016/j.arabjc.2023.105194,158,Arabian Journal of Chemistry,Elsevier BV,2023,"Enhanced in vivo wound healing efficacy and excellent antibacterial, antifungal, antioxidant and anticancer activities via AgNPs@PCS",True,True,gold,158_1-s2.0-S1878535223006561-main.pdf,1
1242,Ag,1,Escherichia coli,0,,Green synthesis using Petroselinum crispum,MBC,62.5,,,30.0,50.0,38.7,spherical,24.0,-23.2,methanol,85.0,60.0,AgNO3,15.0,155.3,12.0,https://doi.org/10.1016/j.arabjc.2023.105194,10.1016/j.arabjc.2023.105194,158,Arabian Journal of Chemistry,Elsevier BV,2023,"Enhanced in vivo wound healing efficacy and excellent antibacterial, antifungal, antioxidant and anticancer activities via AgNPs@PCS",True,True,gold,158_1-s2.0-S1878535223006561-main.pdf,1
1243,Ag,1,Klebsiella pneumoniae,0,,Green synthesis using Petroselinum crispum,MBC,62.5,,,30.0,50.0,38.7,spherical,24.0,-23.2,methanol,85.0,60.0,AgNO3,15.0,155.3,12.0,https://doi.org/10.1016/j.arabjc.2023.105194,10.1016/j.arabjc.2023.105194,158,Arabian Journal of Chemistry,Elsevier BV,2023,"Enhanced in vivo wound healing efficacy and excellent antibacterial, antifungal, antioxidant and anticancer activities via AgNPs@PCS",True,True,gold,158_1-s2.0-S1878535223006561-main.pdf,1
1244,Ag,1,Staphylococcus aureus,0,,Green synthesis using Petroselinum crispum,MBC,250,,,30.0,50.0,38.7,spherical,24.0,-23.2,methanol,85.0,60.0,AgNO3,15.0,155.3,12.0,https://doi.org/10.1016/j.arabjc.2023.105194,10.1016/j.arabjc.2023.105194,158,Arabian Journal of Chemistry,Elsevier BV,2023,"Enhanced in vivo wound healing efficacy and excellent antibacterial, antifungal, antioxidant and anticancer activities via AgNPs@PCS",True,True,gold,158_1-s2.0-S1878535223006561-main.pdf,1
1245,Ag,1,Enterococcus faecalis,0,,Green synthesis using Petroselinum crispum,MBC,500,,,30.0,50.0,38.7,spherical,24.0,-23.2,methanol,85.0,60.0,AgNO3,15.0,155.3,12.0,https://doi.org/10.1016/j.arabjc.2023.105194,10.1016/j.arabjc.2023.105194,158,Arabian Journal of Chemistry,Elsevier BV,2023,"Enhanced in vivo wound healing efficacy and excellent antibacterial, antifungal, antioxidant and anticancer activities via AgNPs@PCS",True,True,gold,158_1-s2.0-S1878535223006561-main.pdf,1
