sn,NP,bacteria,strain,NP_synthesis,drug,drug_dose_µg_disk,NP_concentration_µg_ml,NP_size_min_nm,NP_size_max_nm,NP_size_avg_nm,shape,method,ZOI_drug_mm_or_MIC _µg_ml,error_ZOI_drug_mm_or_MIC_µg_ml,ZOI_NP_mm_or_MIC_np_µg_ml,error_ZOI_NP_mm_or_MIC_np_µg_ml,ZOI_drug_NP_mm_or_MIC_drug_NP_µg_ml,error_ZOI_drug_NP_mm_or_MIC_drug_NP_µg_ml,fold_increase_in_antibacterial_activity,zeta_potential_mV,MDR,FIC,effect,reference,doi,article_list,time_hr,coating_with_antimicrobial_peptide_polymers,combined_MIC,peptide_MIC,viability_%,viability_error,journal_name,publisher,year,title,journal_is_oa,is_oa,oa_status,pdf,access
426,Ag,Staphylococcus aureus,SG511,AgNPs synthesis using photo reduction method,,,,,,,,,,,,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2021.750556/full,10.3389/fmicb.2021.750556,14,,NP with gelatin,12.0,,,,Frontiers in Microbiology,Frontiers Media SA,2021,Silver Nanoparticles Functionalized With Antimicrobial Polypeptides: Benefits and Possible Pitfalls of a Novel Anti-infective Tool,True,True,gold,14_fmicb-12-750556.pdf,1
427,Ag,Staphylococcus aureus,SG511,AgNPs synthesis using photo reduction method,,,,,,,,,,,,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2021.750556/full,10.3389/fmicb.2021.750556,14,,AMP Protegrin -1,6.0,,,,Frontiers in Microbiology,Frontiers Media SA,2021,Silver Nanoparticles Functionalized With Antimicrobial Polypeptides: Benefits and Possible Pitfalls of a Novel Anti-infective Tool,True,True,gold,14_fmicb-12-750556.pdf,1
428,Ag,Staphylococcus aureus,SG511,AgNPs synthesis using photo reduction method,,,,,,,,,,,,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2021.750556/full,10.3389/fmicb.2021.750556,14,,AMP Indolicidin bovine,6.0,,,,Frontiers in Microbiology,Frontiers Media SA,2021,Silver Nanoparticles Functionalized With Antimicrobial Polypeptides: Benefits and Possible Pitfalls of a Novel Anti-infective Tool,True,True,gold,14_fmicb-12-750556.pdf,1
429,Ag,Staphylococcus aureus,SG511,AgNPs synthesis using photo reduction method,,,,,,,,,,,,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2021.750556/full,10.3389/fmicb.2021.750556,14,,AP Protamine salmon,6.0,,,,Frontiers in Microbiology,Frontiers Media SA,2021,Silver Nanoparticles Functionalized With Antimicrobial Polypeptides: Benefits and Possible Pitfalls of a Novel Anti-infective Tool,True,True,gold,14_fmicb-12-750556.pdf,1
430,Ag,Staphylococcus aureus,SG511,AgNPs synthesis using photo reduction method,,,,,,,,,,,,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2021.750556/full,10.3389/fmicb.2021.750556,14,,AP Histones calf thymus,12.0,,,,Frontiers in Microbiology,Frontiers Media SA,2021,Silver Nanoparticles Functionalized With Antimicrobial Polypeptides: Benefits and Possible Pitfalls of a Novel Anti-infective Tool,True,True,gold,14_fmicb-12-750556.pdf,1
431,Ag,Staphylococcus aureus,SG511,AgNPs synthesis using photo reduction method,,,,,,,,,,,,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2021.750556/full,10.3389/fmicb.2021.750556,14,,AP Lysozyme hen egg-white,6.0,,,,Frontiers in Microbiology,Frontiers Media SA,2021,Silver Nanoparticles Functionalized With Antimicrobial Polypeptides: Benefits and Possible Pitfalls of a Novel Anti-infective Tool,True,True,gold,14_fmicb-12-750556.pdf,1
432,Ag,Staphylococcus aureus,25923,AgNPs synthesis using photo reduction method,,,,,,,,,,,,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2021.750556/full,10.3389/fmicb.2021.750556,14,,NP with gelatin,12.0,,,,Frontiers in Microbiology,Frontiers Media SA,2021,Silver Nanoparticles Functionalized With Antimicrobial Polypeptides: Benefits and Possible Pitfalls of a Novel Anti-infective Tool,True,True,gold,14_fmicb-12-750556.pdf,1
433,Ag,Staphylococcus aureus,25923,AgNPs synthesis using photo reduction method,,,,,,,,,,,,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2021.750556/full,10.3389/fmicb.2021.750556,14,,AMP Protegrin -1,6.0,10.0,,,Frontiers in Microbiology,Frontiers Media SA,2021,Silver Nanoparticles Functionalized With Antimicrobial Polypeptides: Benefits and Possible Pitfalls of a Novel Anti-infective Tool,True,True,gold,14_fmicb-12-750556.pdf,1
434,Ag,Staphylococcus aureus,25923,AgNPs synthesis using photo reduction method,,,,,,,,,,,,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2021.750556/full,10.3389/fmicb.2021.750556,14,,AMP Indolicidin bovine,12.0,40.0,,,Frontiers in Microbiology,Frontiers Media SA,2021,Silver Nanoparticles Functionalized With Antimicrobial Polypeptides: Benefits and Possible Pitfalls of a Novel Anti-infective Tool,True,True,gold,14_fmicb-12-750556.pdf,1
435,Ag,Staphylococcus aureus,25923,AgNPs synthesis using photo reduction method,,,,,,,,,,,,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2021.750556/full,10.3389/fmicb.2021.750556,14,,AP Protamine salmon,6.0,40.0,,,Frontiers in Microbiology,Frontiers Media SA,2021,Silver Nanoparticles Functionalized With Antimicrobial Polypeptides: Benefits and Possible Pitfalls of a Novel Anti-infective Tool,True,True,gold,14_fmicb-12-750556.pdf,1
436,Ag,Staphylococcus aureus,25923,AgNPs synthesis using photo reduction method,,,,,,,,,,,,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2021.750556/full,10.3389/fmicb.2021.750556,14,,AP Histones calf thymus,24.0,300.0,,,Frontiers in Microbiology,Frontiers Media SA,2021,Silver Nanoparticles Functionalized With Antimicrobial Polypeptides: Benefits and Possible Pitfalls of a Novel Anti-infective Tool,True,True,gold,14_fmicb-12-750556.pdf,1
437,Ag,Staphylococcus aureus,25923,AgNPs synthesis using photo reduction method,,,,,,,,,,,,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2021.750556/full,10.3389/fmicb.2021.750556,14,,AP Lysozyme hen egg-white,12.0,400.0,,,Frontiers in Microbiology,Frontiers Media SA,2021,Silver Nanoparticles Functionalized With Antimicrobial Polypeptides: Benefits and Possible Pitfalls of a Novel Anti-infective Tool,True,True,gold,14_fmicb-12-750556.pdf,1
438,Ag,Staphylococcus aureus,1399,AgNPs synthesis using photo reduction method,,,,,,,,,,,,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2021.750556/full,10.3389/fmicb.2021.750556,14,,NP with gelatin,48.0,,,,Frontiers in Microbiology,Frontiers Media SA,2021,Silver Nanoparticles Functionalized With Antimicrobial Polypeptides: Benefits and Possible Pitfalls of a Novel Anti-infective Tool,True,True,gold,14_fmicb-12-750556.pdf,1
439,Ag,Staphylococcus aureus,1399,AgNPs synthesis using photo reduction method,,,,,,,,,,,,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2021.750556/full,10.3389/fmicb.2021.750556,14,,AMP Protegrin -1,6.0,5.0,,,Frontiers in Microbiology,Frontiers Media SA,2021,Silver Nanoparticles Functionalized With Antimicrobial Polypeptides: Benefits and Possible Pitfalls of a Novel Anti-infective Tool,True,True,gold,14_fmicb-12-750556.pdf,1
440,Ag,Staphylococcus aureus,1399,AgNPs synthesis using photo reduction method,,,,,,,,,,,,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2021.750556/full,10.3389/fmicb.2021.750556,14,,AMP Indolicidin bovine,12.0,40.0,,,Frontiers in Microbiology,Frontiers Media SA,2021,Silver Nanoparticles Functionalized With Antimicrobial Polypeptides: Benefits and Possible Pitfalls of a Novel Anti-infective Tool,True,True,gold,14_fmicb-12-750556.pdf,1
441,Ag,Staphylococcus aureus,1399,AgNPs synthesis using photo reduction method,,,,,,,,,,,,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2021.750556/full,10.3389/fmicb.2021.750556,14,,AP Protamine salmon,24.0,20.0,,,Frontiers in Microbiology,Frontiers Media SA,2021,Silver Nanoparticles Functionalized With Antimicrobial Polypeptides: Benefits and Possible Pitfalls of a Novel Anti-infective Tool,True,True,gold,14_fmicb-12-750556.pdf,1
442,Ag,Staphylococcus aureus,1399,AgNPs synthesis using photo reduction method,,,,,,,,,,,,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2021.750556/full,10.3389/fmicb.2021.750556,14,,AP Histones calf thymus,48.0,300.0,,,Frontiers in Microbiology,Frontiers Media SA,2021,Silver Nanoparticles Functionalized With Antimicrobial Polypeptides: Benefits and Possible Pitfalls of a Novel Anti-infective Tool,True,True,gold,14_fmicb-12-750556.pdf,1
443,Ag,Staphylococcus aureus,1399,AgNPs synthesis using photo reduction method,,,,,,,,,,,,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2021.750556/full,10.3389/fmicb.2021.750556,14,,AP Lysozyme hen egg-white,24.0,400.0,,,Frontiers in Microbiology,Frontiers Media SA,2021,Silver Nanoparticles Functionalized With Antimicrobial Polypeptides: Benefits and Possible Pitfalls of a Novel Anti-infective Tool,True,True,gold,14_fmicb-12-750556.pdf,1
444,Ag,Staphylococcus aureus,33591,AgNPs synthesis using photo reduction method,,,,,,,,,,,,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2021.750556/full,10.3389/fmicb.2021.750556,14,,NP with gelatin,48.0,,,,Frontiers in Microbiology,Frontiers Media SA,2021,Silver Nanoparticles Functionalized With Antimicrobial Polypeptides: Benefits and Possible Pitfalls of a Novel Anti-infective Tool,True,True,gold,14_fmicb-12-750556.pdf,1
445,Ag,Staphylococcus aureus,33591,AgNPs synthesis using photo reduction method,,,,,,,,,,,,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2021.750556/full,10.3389/fmicb.2021.750556,14,,AMP Protegrin -1,6.0,8.5,,,Frontiers in Microbiology,Frontiers Media SA,2021,Silver Nanoparticles Functionalized With Antimicrobial Polypeptides: Benefits and Possible Pitfalls of a Novel Anti-infective Tool,True,True,gold,14_fmicb-12-750556.pdf,1
446,Ag,Staphylococcus aureus,33591,AgNPs synthesis using photo reduction method,,,,,,,,,,,,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2021.750556/full,10.3389/fmicb.2021.750556,14,,AMP Indolicidin bovine,12.0,40.0,,,Frontiers in Microbiology,Frontiers Media SA,2021,Silver Nanoparticles Functionalized With Antimicrobial Polypeptides: Benefits and Possible Pitfalls of a Novel Anti-infective Tool,True,True,gold,14_fmicb-12-750556.pdf,1
447,Ag,Staphylococcus aureus,33591,AgNPs synthesis using photo reduction method,,,,,,,,,,,,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2021.750556/full,10.3389/fmicb.2021.750556,14,,AP Protamine salmon,24.0,20.0,,,Frontiers in Microbiology,Frontiers Media SA,2021,Silver Nanoparticles Functionalized With Antimicrobial Polypeptides: Benefits and Possible Pitfalls of a Novel Anti-infective Tool,True,True,gold,14_fmicb-12-750556.pdf,1
448,Ag,Staphylococcus aureus,33591,AgNPs synthesis using photo reduction method,,,,,,,,,,,,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2021.750556/full,10.3389/fmicb.2021.750556,14,,AP Histones calf thymus,48.0,300.0,,,Frontiers in Microbiology,Frontiers Media SA,2021,Silver Nanoparticles Functionalized With Antimicrobial Polypeptides: Benefits and Possible Pitfalls of a Novel Anti-infective Tool,True,True,gold,14_fmicb-12-750556.pdf,1
449,Ag,Staphylococcus aureus,33591,AgNPs synthesis using photo reduction method,,,,,,,,,,,,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2021.750556/full,10.3389/fmicb.2021.750556,14,,AP Lysozyme hen egg-white,24.0,3500.0,,,Frontiers in Microbiology,Frontiers Media SA,2021,Silver Nanoparticles Functionalized With Antimicrobial Polypeptides: Benefits and Possible Pitfalls of a Novel Anti-infective Tool,True,True,gold,14_fmicb-12-750556.pdf,1
