sn,material,shape,coat_functional_group,synthesis_method,surface_charge,size_in_medium_nm,zeta_in_medium_mv,no_of_cells_cells_well,human_animal,cell_source,cell_tissue,cell_morphology,cell_age,time_hr,concentration,test,test_indicator,viability_%,doi,article_list,core_nm,hydrodynamic_nm,potential_mv,cell_type,journal_name,publisher,year,title,journal_is_oa,is_oa,oa_status,pdf,access
1025,Au,Sphere,Chitosan,Green Synthesis,Positive,,,5000.0,H,Human,Stomach,Epithelial,Adult,24,,MTT,TetrazoliumSalt,79.57,10.1186/s11671-019-2967-1,28,,8.7,42.28,AGS,Nanoscale Research Letters,Springer Science and Business Media LLC,2019,Shape-dependent cytotoxicity and cellular uptake of gold nanoparticles synthesized using green tea extract,True,True,gold,28_10.1186@s11671-019-2967-1.pdf,1
1026,Au,Sphere,Chitosan,Green Synthesis,Positive,,,5000.0,H,Human,Stomach,Epithelial,Adult,24,,MTT,TetrazoliumSalt,80.645,10.1186/s11671-019-2967-1,28,,8.7,42.28,AGS,Nanoscale Research Letters,Springer Science and Business Media LLC,2019,Shape-dependent cytotoxicity and cellular uptake of gold nanoparticles synthesized using green tea extract,True,True,gold,28_10.1186@s11671-019-2967-1.pdf,1
1027,Au,Sphere,Chitosan,Green Synthesis,Positive,,,5000.0,H,Human,Stomach,Epithelial,Adult,24,,MTT,TetrazoliumSalt,82.437,10.1186/s11671-019-2967-1,28,,8.7,42.28,AGS,Nanoscale Research Letters,Springer Science and Business Media LLC,2019,Shape-dependent cytotoxicity and cellular uptake of gold nanoparticles synthesized using green tea extract,True,True,gold,28_10.1186@s11671-019-2967-1.pdf,1
1028,Au,Sphere,Chitosan,Green Synthesis,Positive,,,5000.0,H,Human,Stomach,Epithelial,Adult,24,,MTT,TetrazoliumSalt,82.079,10.1186/s11671-019-2967-1,28,,8.7,42.28,AGS,Nanoscale Research Letters,Springer Science and Business Media LLC,2019,Shape-dependent cytotoxicity and cellular uptake of gold nanoparticles synthesized using green tea extract,True,True,gold,28_10.1186@s11671-019-2967-1.pdf,1
1029,Au,Sphere,Chitosan,Green Synthesis,Positive,,,5000.0,H,Human,Stomach,Epithelial,Adult,24,,MTT,TetrazoliumSalt,70.968,10.1186/s11671-019-2967-1,28,,8.7,42.28,AGS,Nanoscale Research Letters,Springer Science and Business Media LLC,2019,Shape-dependent cytotoxicity and cellular uptake of gold nanoparticles synthesized using green tea extract,True,True,gold,28_10.1186@s11671-019-2967-1.pdf,1
1030,Au,Star,Chitosan,Green Synthesis,Positive,,,5000.0,H,Human,Stomach,Epithelial,Adult,24,,MTT,TetrazoliumSalt,88.53,10.1186/s11671-019-2967-1,28,,99.0,47.44,AGS,Nanoscale Research Letters,Springer Science and Business Media LLC,2019,Shape-dependent cytotoxicity and cellular uptake of gold nanoparticles synthesized using green tea extract,True,True,gold,28_10.1186@s11671-019-2967-1.pdf,1
1031,Au,Star,Chitosan,Green Synthesis,Positive,,,5000.0,H,Human,Stomach,Epithelial,Adult,24,,MTT,TetrazoliumSalt,89.068,10.1186/s11671-019-2967-1,28,,99.0,47.44,AGS,Nanoscale Research Letters,Springer Science and Business Media LLC,2019,Shape-dependent cytotoxicity and cellular uptake of gold nanoparticles synthesized using green tea extract,True,True,gold,28_10.1186@s11671-019-2967-1.pdf,1
1032,Au,Star,Chitosan,Green Synthesis,Positive,,,5000.0,H,Human,Stomach,Epithelial,Adult,24,,MTT,TetrazoliumSalt,85.484,10.1186/s11671-019-2967-1,28,,99.0,47.44,AGS,Nanoscale Research Letters,Springer Science and Business Media LLC,2019,Shape-dependent cytotoxicity and cellular uptake of gold nanoparticles synthesized using green tea extract,True,True,gold,28_10.1186@s11671-019-2967-1.pdf,1
1033,Au,Star,Chitosan,Green Synthesis,Positive,,,5000.0,H,Human,Stomach,Epithelial,Adult,24,,MTT,TetrazoliumSalt,78.495,10.1186/s11671-019-2967-1,28,,99.0,47.44,AGS,Nanoscale Research Letters,Springer Science and Business Media LLC,2019,Shape-dependent cytotoxicity and cellular uptake of gold nanoparticles synthesized using green tea extract,True,True,gold,28_10.1186@s11671-019-2967-1.pdf,1
1034,Au,Star,Chitosan,Green Synthesis,Positive,,,5000.0,H,Human,Stomach,Epithelial,Adult,24,,MTT,TetrazoliumSalt,48.746,10.1186/s11671-019-2967-1,28,,99.0,47.44,AGS,Nanoscale Research Letters,Springer Science and Business Media LLC,2019,Shape-dependent cytotoxicity and cellular uptake of gold nanoparticles synthesized using green tea extract,True,True,gold,28_10.1186@s11671-019-2967-1.pdf,1
