sn,material,shape,coat_functional_group,synthesis_method,surface_charge,size_in_medium_nm,zeta_in_medium_mv,no_of_cells_cells_well,human_animal,cell_source,cell_tissue,cell_morphology,cell_age,time_hr,concentration,test,test_indicator,viability_%,doi,article_list,core_nm,hydrodynamic_nm,potential_mv,cell_type,journal_name,publisher,year,title,journal_is_oa,is_oa,oa_status,pdf,access
1572,Au,Rod,,Seed-Mediated Growth Method,,,,10000.0,H,Human,Bone,Osteoblast,,24,0.3,MTT,TetrazoliumSalt,84.876,10.1007/s10856-019-6221-2,44,,18.0,,hFOB1.19,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2019,Impact of gold nanoparticles shape on their cytotoxicity against human osteoblast and osteosarcoma in in vitro model. Evaluation of the safety of use and anti-cancer potential,False,True,hybrid,44_10.1007@s10856-019-6221-2.pdf,1
1573,Au,Rod,,Seed-Mediated Growth Method,,,,10000.0,H,Human,Bone,Osteoblast,,24,0.6,MTT,TetrazoliumSalt,82.008,10.1007/s10856-019-6221-2,44,,18.0,,hFOB1.19,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2019,Impact of gold nanoparticles shape on their cytotoxicity against human osteoblast and osteosarcoma in in vitro model. Evaluation of the safety of use and anti-cancer potential,False,True,hybrid,44_10.1007@s10856-019-6221-2.pdf,1
1574,Au,Rod,,Seed-Mediated Growth Method,,,,10000.0,H,Human,Bone,Osteoblast,,24,1.2,MTT,TetrazoliumSalt,79.27,10.1007/s10856-019-6221-2,44,,18.0,,hFOB1.19,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2019,Impact of gold nanoparticles shape on their cytotoxicity against human osteoblast and osteosarcoma in in vitro model. Evaluation of the safety of use and anti-cancer potential,False,True,hybrid,44_10.1007@s10856-019-6221-2.pdf,1
1575,Au,Rod,,Seed-Mediated Growth Method,,,,10000.0,H,Human,Bone,Osteoblast,,24,2.5,MTT,TetrazoliumSalt,75.88,10.1007/s10856-019-6221-2,44,,18.0,,hFOB1.19,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2019,Impact of gold nanoparticles shape on their cytotoxicity against human osteoblast and osteosarcoma in in vitro model. Evaluation of the safety of use and anti-cancer potential,False,True,hybrid,44_10.1007@s10856-019-6221-2.pdf,1
1576,Au,Rod,,Seed-Mediated Growth Method,,,,10000.0,H,Human,Bone,Osteoblast,,24,5.0,MTT,TetrazoliumSalt,72.49,10.1007/s10856-019-6221-2,44,,18.0,,hFOB1.19,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2019,Impact of gold nanoparticles shape on their cytotoxicity against human osteoblast and osteosarcoma in in vitro model. Evaluation of the safety of use and anti-cancer potential,False,True,hybrid,44_10.1007@s10856-019-6221-2.pdf,1
1577,Au,Star,,Chemical Reduction,,,,10000.0,H,Human,Bone,Osteoblast,,24,0.3,MTT,TetrazoliumSalt,91.265,10.1007/s10856-019-6221-2,44,,215.0,,hFOB1.19,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2019,Impact of gold nanoparticles shape on their cytotoxicity against human osteoblast and osteosarcoma in in vitro model. Evaluation of the safety of use and anti-cancer potential,False,True,hybrid,44_10.1007@s10856-019-6221-2.pdf,1
1578,Au,Star,,Chemical Reduction,,,,10000.0,H,Human,Bone,Osteoblast,,24,0.6,MTT,TetrazoliumSalt,90.352,10.1007/s10856-019-6221-2,44,,215.0,,hFOB1.19,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2019,Impact of gold nanoparticles shape on their cytotoxicity against human osteoblast and osteosarcoma in in vitro model. Evaluation of the safety of use and anti-cancer potential,False,True,hybrid,44_10.1007@s10856-019-6221-2.pdf,1
1579,Au,Star,,Chemical Reduction,,,,10000.0,H,Human,Bone,Osteoblast,,24,1.2,MTT,TetrazoliumSalt,66.623,10.1007/s10856-019-6221-2,44,,215.0,,hFOB1.19,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2019,Impact of gold nanoparticles shape on their cytotoxicity against human osteoblast and osteosarcoma in in vitro model. Evaluation of the safety of use and anti-cancer potential,False,True,hybrid,44_10.1007@s10856-019-6221-2.pdf,1
1580,Au,Star,,Chemical Reduction,,,,10000.0,H,Human,Bone,Osteoblast,,24,2.5,MTT,TetrazoliumSalt,44.329,10.1007/s10856-019-6221-2,44,,215.0,,hFOB1.19,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2019,Impact of gold nanoparticles shape on their cytotoxicity against human osteoblast and osteosarcoma in in vitro model. Evaluation of the safety of use and anti-cancer potential,False,True,hybrid,44_10.1007@s10856-019-6221-2.pdf,1
1581,Au,Star,,Chemical Reduction,,,,10000.0,H,Human,Bone,Osteoblast,,24,5.0,MTT,TetrazoliumSalt,40.808,10.1007/s10856-019-6221-2,44,,215.0,,hFOB1.19,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2019,Impact of gold nanoparticles shape on their cytotoxicity against human osteoblast and osteosarcoma in in vitro model. Evaluation of the safety of use and anti-cancer potential,False,True,hybrid,44_10.1007@s10856-019-6221-2.pdf,1
